period,lat,lon,time,dep,log_dep,log_dep_norm
2.0,-82.3129,11.25,6.5,0.025700845,-1.5900526,-1.8804572
2.0,-82.3129,14.0625,6.5,0.025977153,-1.5854084,-1.8757648
2.0,-82.3129,16.875,6.5,0.026068257,-1.583888,-1.8742287
2.0,-82.3129,19.6875,6.5,0.026460314,-1.577405,-1.8676783
2.0,-82.3129,22.5,6.5,0.027070353,-1.5675061,-1.8576766
2.0,-82.3129,25.3125,6.5,0.027154699,-1.566155,-1.8563116
2.0,-82.3129,28.125,6.5,0.027012853,-1.5684296,-1.8586098
2.0,-82.3129,30.9375,6.5,0.024868201,-1.6043556,-1.8949087
2.0,-82.3129,33.75,6.5,0.02486828,-1.6043543,-1.8949074
2.0,-82.3129,36.5625,6.5,0.025012368,-1.6018451,-1.8923721
2.0,-82.3129,39.375,6.5,0.025153859,-1.5993954,-1.889897
2.0,-82.3129,42.1875,6.5,0.025336476,-1.5962538,-1.8867227
2.0,-82.3129,45.0,6.5,0.025449622,-1.5943186,-1.8847675
2.0,-82.3129,47.8125,6.5,0.025672775,-1.5905272,-1.8809367
2.0,-82.3129,50.625,6.5,0.025276074,-1.5972904,-1.8877702
2.0,-82.3129,53.4375,6.5,0.025160857,-1.5992746,-1.8897749
2.0,-82.3129,56.25,6.5,0.025003836,-1.6019933,-1.8925219
2.0,-82.3129,59.0625,6.5,0.024583198,-1.6093616,-1.8999666
2.0,-82.3129,61.875,6.5,0.025500802,-1.5934461,-1.883886
2.0,-82.3129,64.6875,6.5,0.024631293,-1.6085128,-1.899109
2.0,-82.3129,67.5,6.5,0.024144325,-1.6171849,-1.9078711
2.0,-82.3129,70.3125,6.5,0.023951266,-1.6206715,-1.9113939
2.0,-82.3129,73.125,6.5,0.023891587,-1.621755,-1.9124887
2.0,-82.3129,75.9375,6.5,0.02350561,-1.6288285,-1.9196355
2.0,-82.3129,78.75,6.5,0.022989847,-1.638464,-1.929371
2.0,-82.3129,81.5625,6.5,0.022424439,-1.6492784,-1.9402977
2.0,-82.3129,84.375,6.5,0.021959508,-1.6583774,-1.9494911
2.0,-82.3129,87.1875,6.5,0.021392068,-1.6697472,-1.960979
2.0,-82.3129,90.0,6.5,0.020921139,-1.6794146,-1.9707468
2.0,-82.3129,92.8125,6.5,0.02026333,-1.6932892,-1.9847653
2.0,-82.3129,95.625,6.5,0.019649424,-1.7066501,-1.9982649
2.0,-82.3129,98.4375,6.5,0.018809477,-1.7256233,-2.0174348
2.0,-82.3129,101.25,6.5,0.018133612,-1.7415156,-2.0334923
2.0,-82.3129,104.0625,6.5,0.017452603,-1.7581397,-2.050289
2.0,-82.3129,106.875,6.5,0.017048137,-1.7683231,-2.060578
2.0,-82.3129,109.6875,6.5,0.015274983,-1.8160193,-2.1087692
2.0,-82.3129,112.5,6.5,0.015078992,-1.8216277,-2.114436
2.0,-82.3129,115.3125,6.5,0.014918957,-1.8262615,-2.1191177
2.0,-82.3129,118.125,6.5,0.014762367,-1.830844,-2.1237478
2.0,-82.3129,120.9375,6.5,0.014625757,-1.8348817,-2.1278274
2.0,-82.3129,123.75,6.5,0.01435081,-1.8431236,-2.136155
2.0,-82.3129,126.5625,6.5,0.014115027,-1.8503183,-2.1434243
2.0,-82.3129,129.375,6.5,0.014600094,-1.8356444,-2.128598
2.0,-82.3129,132.1875,6.5,0.014208995,-1.8474367,-2.1405127
2.0,-82.3129,135.0,6.5,0.014124612,-1.8500235,-2.1431262
2.0,-82.3129,137.8125,6.5,0.014064861,-1.8518646,-2.1449866
2.0,-82.3129,140.625,6.5,0.013999142,-1.8538986,-2.1470418
2.0,-82.3129,143.4375,6.5,0.013937429,-1.8558173,-2.1489804
2.0,-82.3129,146.25,6.5,0.013761279,-1.8613412,-2.1545615
2.0,-82.3129,149.0625,6.5,0.013646044,-1.8649932,-2.1582515
2.0,-82.3129,151.875,6.5,0.013639781,-1.8651927,-2.158453
2.0,-82.3129,154.6875,6.5,0.013575576,-1.8672417,-2.1605234
2.0,-82.3129,157.5,6.5,0.013705353,-1.8631097,-2.1563485
2.0,-82.3129,160.3125,6.5,0.013445601,-1.8714198,-2.1647449
2.0,-82.3129,163.125,6.5,0.01290705,-1.889173,-2.1826823
2.0,-82.3129,165.9375,6.5,0.012981058,-1.8866899,-2.1801734
2.0,-82.3129,168.75,6.5,0.012755169,-1.8943138,-2.1878762
2.0,-82.3129,171.5625,6.5,0.013338367,-1.8748974,-2.1682584
2.0,-82.3129,174.375,6.5,0.013381473,-1.873496,-2.1668425
2.0,-82.3129,177.1875,6.5,0.013709235,-1.8629868,-2.1562243
2.0,-82.3129,180.0,6.5,0.0143025685,-1.844586,-2.1376326
2.0,-82.3129,-177.1875,6.5,0.014980911,-1.8244618,-2.1172996
2.0,-82.3129,-174.375,6.5,0.015710477,-1.8038106,-2.0964339
2.0,-82.3129,-171.5625,6.5,0.016479064,-1.7830675,-2.0754755
2.0,-82.3129,-168.75,6.5,0.01726939,-1.762723,-2.0549197
2.0,-82.3129,-165.9375,6.5,0.018032074,-1.7439543,-2.0359564
2.0,-82.3129,-163.125,6.5,0.018732924,-1.7273945,-2.0192246
2.0,-82.3129,-160.3125,6.5,0.019401098,-1.7121737,-2.0038457
2.0,-82.3129,-157.5,6.5,0.020123625,-1.6962938,-1.9878011
2.0,-82.3129,-154.6875,6.5,0.020797007,-1.6819992,-1.9733582
2.0,-82.3129,-151.875,6.5,0.021394636,-1.6696951,-1.9609263
2.0,-82.3129,-149.0625,6.5,0.021727052,-1.6629992,-1.9541608
2.0,-82.3129,-146.25,6.5,0.02194047,-1.6587541,-1.9498718
2.0,-82.3129,-143.4375,6.5,0.022141714,-1.6547887,-1.9458653
2.0,-82.3129,-140.625,6.5,0.02193761,-1.6588107,-1.949929
2.0,-82.3129,-137.8125,6.5,0.021625284,-1.6650382,-1.9562211
2.0,-82.3129,-135.0,6.5,0.021224337,-1.6731659,-1.9644332
2.0,-82.3129,-132.1875,6.5,0.02078228,-1.6823068,-1.9736688
2.0,-82.3129,-129.375,6.5,0.019916544,-1.700786,-1.9923398
2.0,-82.3129,-126.5625,6.5,0.018972304,-1.72188,-2.0136528
2.0,-82.3129,-123.75,6.5,0.020602554,-1.6860789,-1.9774802
2.0,-82.3129,-120.9375,6.5,0.019615905,-1.7073916,-1.999014
2.0,-82.3129,-118.125,6.5,0.01778745,-1.7498863,-2.0419497
2.0,-82.3129,-115.3125,6.5,0.017841714,-1.7485634,-2.0406134
2.0,-82.3129,-112.5,6.5,0.01850876,-1.7326226,-2.024507
2.0,-82.3129,-109.6875,6.5,0.019601267,-1.7077159,-1.9993417
2.0,-82.3129,-106.875,6.5,0.02143589,-1.6688585,-1.9600811
2.0,-82.3129,-104.0625,6.5,0.022705618,-1.6438667,-1.9348298
2.0,-82.3129,-101.25,6.5,0.021579307,-1.6659625,-1.9571549
2.0,-82.3129,-98.4375,6.5,0.022588525,-1.6461121,-1.9370985
2.0,-82.3129,-95.625,6.5,0.023514628,-1.6286619,-1.9194672
2.0,-82.3129,-92.8125,6.5,0.024263963,-1.6150383,-1.9057022
2.0,-82.3129,-90.0,6.5,0.025005735,-1.6019604,-1.8924886
2.0,-82.3129,-87.1875,6.5,0.025907474,-1.5865749,-1.8769435
2.0,-82.3129,-84.375,6.5,0.026522594,-1.5763841,-1.8666468
2.0,-82.3129,-81.5625,6.5,0.027049756,-1.5678366,-1.8580106
2.0,-82.3129,-78.75,6.5,0.02752633,-1.5602517,-1.850347
2.0,-82.3129,-75.9375,6.5,0.027769022,-1.5564394,-1.8464952
